inpro,incity,outpro,outcity,cargo
重庆,彭水县,安徽,六安市,0.735920111
陕西,安康市,安徽,六安市,0.083454115
云南,曲靖市,安徽,马鞍山市,0.03498407
北京,密云区,安徽,蚌埠市,0.282278681
广东,汕尾市,安徽,阜阳市,0.285195594
江苏,镇江市,安徽,亳州市,0.789776286
江西,鹰潭市,安徽,芜湖市,0.747606919
重庆,铜梁区,安徽,六安市,0.286494414
黑龙江,齐齐哈尔市,安徽,黄山市,0.689556559
四川,雅安市,安徽,滁州市,0.581180689
福建,泉州市,安徽,宣城市,0.820228143
黑龙江,佳木斯市,安徽,蚌埠市,0.975739919
安徽,宣城市,安徽,宣城市,0.911853831
海南,儋州市,安徽,滁州市,0.4832533
福建,厦门市,安徽,淮南市,0.84417568
贵州,六盘水市,安徽,宿州市,0.697998542
上海,杨浦区,安徽,阜阳市,0.042490207
广东,清远市,安徽,六安市,0.006938764
浙江,宁波市,安徽,蚌埠市,0.135233644
宁夏,中卫市,安徽,淮南市,0.223268201
安徽,亳州市,安徽,马鞍山市,0.667835513
山东,滨州市,安徽,安庆市,0.213005737
辽宁,大连市,安徽,宣城市,0.80250778
重庆,秀山县,安徽,六安市,0.534581693
四川,成都市,安徽,铜陵市,0.625775768
四川,攀枝花市,安徽,池州市,0.293072804
四川,眉山市,安徽,池州市,0.939235099
宁夏,固原市,安徽,芜湖市,0.104312067
北京,西城区,安徽,黄山市,0.807436177
四川,资阳市,安徽,淮北市,0.032351256
山东,滨州市,安徽,亳州市,0.836333911
广西,来宾市,安徽,滁州市,0.449091245
新疆,喀什地区,安徽,亳州市,0.666157323
甘肃,陇南市,安徽,蚌埠市,0.967516826
贵州,黔东南州,安徽,淮北市,0.777321767
山东,潍坊市,安徽,淮南市,0.121435245
新疆,阿克苏地区,安徽,六安市,0.818052684
湖北,十堰市,安徽,黄山市,0.78900562
山西,大同市,安徽,六安市,0.458695804
江苏,常州市,安徽,马鞍山市,0.138452141
浙江,湖州市,安徽,亳州市,0.323796858
甘肃,庆阳市,安徽,铜陵市,0.196115372
宁夏,中卫市,安徽,滁州市,0.396166452
河北,唐山市,安徽,宣城市,0.418359605
河北,唐山市,安徽,芜湖市,0.549868716
湖北,荆门市,安徽,宿州市,0.654427351
辽宁,葫芦岛市,安徽,安庆市,0.446606077
黑龙江,大庆市,安徽,黄山市,0.44655636
内蒙古,鄂尔多斯市,安徽,淮南市,0.113231589
山东,日照市,安徽,宿州市,0.854394732
广东,肇庆市,安徽,宿州市,0.280703014
浙江,绍兴市,安徽,亳州市,0.743818038
福建,莆田市,安徽,黄山市,0.024124902
辽宁,铁岭市,安徽,池州市,0.888624268
重庆,万州区,安徽,安庆市,0.960884963
陕西,榆林市,安徽,阜阳市,0.299075611
天津,塘沽区,安徽,马鞍山市,0.953564223
新疆,乌鲁木齐市,安徽,安庆市,0.51230467
湖南,郴州市,安徽,池州市,0.998789314
陕西,榆林市,安徽,安庆市,0.362248102
广西,北海市,安徽,淮南市,0.154251453
河南,许昌市,安徽,宣城市,0.907214855
上海,徐汇区,安徽,六安市,0.391645234
云南,丽江市,安徽,滁州市,0.455608021
云南,大理州,安徽,马鞍山市,0.22152649
四川,内江市,安徽,淮北市,0.132380137
天津,北辰区,安徽,阜阳市,0.142003459
新疆,阿勒泰地区,安徽,芜湖市,0.15667435
辽宁,丹东市,安徽,宣城市,0.887973812
云南,普洱市,安徽,六安市,0.156761551
北京,石景山区,安徽,安庆市,0.756870892
山东,淄博市,安徽,芜湖市,0.496517014
陕西,宝鸡市,安徽,阜阳市,0.798232854
吉林,松原市,安徽,阜阳市,0.346042328
云南,丽江市,安徽,合肥市,0.97165361
四川,凉山州,安徽,安庆市,0.969252033
山东,临沂市,安徽,宿州市,0.558156193
云南,怒江州,安徽,滁州市,0.545102983
北京,昌平区,安徽,六安市,0.679463234
天津,东丽区,安徽,合肥市,0.035914502
广东,河源市,安徽,宿州市,0.337746713
新疆,克拉玛依市,安徽,六安市,0.02621657
江苏,盐城市,安徽,宿州市,0.837597358
江苏,盐城市,安徽,宿州市,0.61849875
江西,萍乡市,安徽,合肥市,0.259777488
湖北,十堰市,安徽,蚌埠市,0.121408564
北京,延庆区,安徽,铜陵市,0.727212691
天津,河东区,安徽,合肥市,0.682119391
天津,蓟州区,安徽,淮北市,0.621324828
重庆,长寿区,安徽,合肥市,0.444490005
黑龙江,哈尔滨市,安徽,宣城市,0.204531537
北京,朝阳区,安徽,黄山市,0.136897636
安徽,黄山市,安徽,马鞍山市,0.905501691
山西,太原市,安徽,阜阳市,0.545625165
河南,平顶山市,安徽,滁州市,0.83977412
湖北,武汉市,安徽,合肥市,0.98219761
甘肃,天水市,安徽,淮北市,0.661813276
江苏,泰州市,安徽,合肥市,0.845377297
云南,德宏州,安徽,蚌埠市,0.503981499
北京,东城区,安徽,铜陵市,0.446182134
北京,西城区,安徽,黄山市,0.037868381
山东,淄博市,安徽,阜阳市,0.840732431
湖北,鄂州市,安徽,铜陵市,0.112279281
福建,三明市,安徽,合肥市,0.646449523
贵州,铜仁市,安徽,安庆市,0.17278933
吉林,白城市,安徽,宣城市,0.977096188
四川,广安市,安徽,铜陵市,0.54351698
江苏,南通市,安徽,马鞍山市,0.978102639
浙江,台州市,安徽,马鞍山市,0.298701998
湖北,神农架林区,安徽,滁州市,0.728101668
重庆,江津区,安徽,蚌埠市,0.213268808
黑龙江,牡丹江市,安徽,合肥市,0.302338957
上海,杨浦区,安徽,蚌埠市,0.677245156
上海,杨浦区,安徽,滁州市,0.109074528
山西,阳泉市,安徽,马鞍山市,0.207422439
广西,贵港市,安徽,马鞍山市,0.872786782
新疆,阿拉尔市,安徽,宿州市,0.132599215
海南,保亭县,安徽,宿州市,0.23758456
贵州,黔东南州,安徽,合肥市,0.389553055
陕西,西安市,安徽,蚌埠市,0.145560184
江苏,盐城市,安徽,宣城市,0.569791946
河南,濮阳市,安徽,芜湖市,0.585271093
云南,昭通市,安徽,铜陵市,0.799444636
山东,枣庄市,安徽,黄山市,0.156127289
河南,平顶山市,安徽,六安市,0.604631508
甘肃,定西市,安徽,淮北市,0.672329951
黑龙江,牡丹江市,安徽,蚌埠市,0.693189956
江苏,苏州市,安徽,马鞍山市,0.337949692
湖南,湘潭市,安徽,黄山市,0.675235169
甘肃,酒泉市,安徽,阜阳市,0.681611258
内蒙古,阿拉善盟,安徽,芜湖市,0.746360698
江苏,泰州市,安徽,安庆市,0.810688646
海南,澄迈县,安徽,淮北市,0.589973736
湖北,鄂州市,安徽,宣城市,0.56280974
安徽,阜阳市,安徽,黄山市,0.141113243
安徽,马鞍山市,安徽,亳州市,0.384787981
甘肃,兰州市,安徽,淮南市,0.591577702
上海,浦东新区,安徽,阜阳市,0.901700918
云南,保山市,安徽,淮南市,0.053998271
云南,红河州,安徽,淮南市,0.583981622
山东,菏泽市,安徽,滁州市,0.721435446
广西,柳州市,安徽,铜陵市,0.71799962
海南,屯昌县,安徽,六安市,0.568302778
湖南,怀化市,安徽,滁州市,0.412116168
湖南,湘潭市,安徽,黄山市,0.485753213
山东,泰安市,安徽,亳州市,0.886276976
甘肃,定西市,安徽,马鞍山市,0.83170129
重庆,云阳县,安徽,滁州市,0.688701898
重庆,武隆区,安徽,铜陵市,0.761030673
云南,红河州,安徽,宿州市,0.225780952
内蒙古,乌兰察布市,安徽,蚌埠市,0.840910258
内蒙古,赤峰市,安徽,阜阳市,0.178856149
安徽,安庆市,安徽,淮北市,0.998364296
海南,儋州市,安徽,池州市,0.185623368
湖北,荆州市,安徽,淮北市,0.145035521
湖北,襄阳市,安徽,合肥市,0.423967636
青海,果洛州,安徽,六安市,0.757745158
上海,徐汇区,安徽,蚌埠市,0.949487183
广东,汕尾市,安徽,淮北市,0.16883338
河南,濮阳市,安徽,铜陵市,0.973999315
甘肃,兰州市,安徽,淮南市,0.278753382
北京,密云区,北京,通州区,0.954520017
安徽,淮南市,北京,西城区,0.80937055
山东,菏泽市,北京,海淀区,0.463744724
新疆,阿拉尔市,北京,密云区,0.948942847
浙江,宁波市,北京,东城区,0.032657788
浙江,杭州市,北京,崇文区,0.957548847
宁夏,吴忠市,北京,通州区,0.586009219
广东,湛江市,北京,丰台区,0.266763309
广东,湛江市,北京,门头沟,0.68842597
广西,防城港市,北京,石景山区,0.398636187
江苏,扬州市,北京,顺义区,0.537707296
河南,济源市,北京,延庆区,0.210608753
内蒙古,乌海市,北京,密云区,0.652966023
天津,和平区,北京,大兴区,0.444014221
宁夏,银川市,北京,平谷区,0.62910507
新疆,阿拉尔市,北京,房山区,0.528177188
江苏,扬州市,北京,东城区,0.184841059
河北,沧州市,北京,丰台区,0.404003133
湖北,黄冈市,北京,门头沟,0.961913494
辽宁,抚顺市,北京,密云区,0.428774986
重庆,高新区,北京,西城区,0.205272877
天津,河北区,北京,石景山区,0.405925823
山西,大同市,北京,海淀区,0.294557824
广东,珠海市,北京,朝阳区,0.325140257
新疆,昌吉州,北京,崇文区,0.16144276
重庆,江津区,北京,顺义区,0.065981933
青海,玉树州,北京,大兴区,0.689641313
青海,黄南州,北京,房山区,0.008368796
上海,闵行区,北京,东城区,0.892969116
河南,新乡市,北京,石景山区,0.021254007
湖北,黄石市,北京,朝阳区,0.295176874
西藏,山南地区,北京,丰台区,0.702954577
贵州,安顺市,北京,房山区,0.972814458
贵州,黔西南州,北京,昌平区,0.833076018
重庆,南岸区,北京,怀柔区,0.532370566
云南,大理州,北京,怀柔区,0.986764911
山东,青岛市,北京,西城区,0.549469941
江苏,连云港市,北京,大兴区,0.237779036
浙江,丽水市,北京,平谷区,0.450947459
海南,乐东县,北京,丰台区,0.131670332
贵州,安顺市,北京,朝阳区,0.448978348
辽宁,丹东市,北京,石景山区,0.192382441
辽宁,沈阳市,北京,朝阳区,0.718876853
重庆,荣昌区,北京,平谷区,0.340019506
青海,海北州,北京,大兴区,0.392813849
黑龙江,七台河市,北京,东城区,0.2011879
北京,平谷区,北京,朝阳区,0.747107476
江苏,宿迁市,北京,怀柔区,0.777146125
江苏,连云港市,北京,门头沟,0.449205488
辽宁,盘锦市,北京,东城区,0.095951165
青海,海南州,北京,密云区,0.222351376
云南,曲靖市,北京,通州区,0.043097321
安徽,亳州市,北京,房山区,0.743014116
山西,临汾市,北京,崇文区,0.190208127
河南,信阳市,北京,延庆区,0.323597578
浙江,宁波市,北京,朝阳区,0.838190967
重庆,江津区,北京,通州区,0.554720464
陕西,安康市,北京,崇文区,0.112022199
黑龙江,七台河市,北京,房山区,0.268924019
宁夏,石嘴山市,北京,朝阳区,0.638036487
广东,中山市,北京,崇文区,0.764385446
江苏,徐州市,北京,门头沟,0.637267555
河北,唐山市,北京,西城区,0.23375776
海南,乐东县,北京,延庆区,0.81324917
西藏,阿里地区,北京,门头沟,0.078638781
贵州,六盘水市,北京,丰台区,0.865293729
贵州,贵阳市,北京,房山区,0.154151645
内蒙古,呼伦贝尔市,北京,丰台区,0.358612578
北京,昌平区,北京,大兴区,0.343493233
天津,南开区,北京,石景山区,0.529562911
广东,清远市,北京,房山区,0.030324736
湖北,十堰市,北京,平谷区,0.053054446
辽宁,葫芦岛市,北京,昌平区,0.243005238
重庆,大足区,北京,密云区,0.486918843
四川,南充市,北京,宣武区,0.708809891
四川,宜宾市,北京,西城区,0.672885204
安徽,六安市,北京,密云区,0.056680163
山东,滨州市,北京,昌平区,0.47675233
山东,滨州市,北京,通州区,0.249490333
广东,深圳市,北京,大兴区,0.04275473
浙江,衢州市,北京,怀柔区,0.84570916
湖北,天门市,北京,平谷区,0.201186529
辽宁,鞍山市,北京,房山区,0.553520706
重庆,垫江县,北京,石景山区,0.419751185
重庆,铜梁区,北京,海淀区,0.833806921
北京,昌平区,北京,顺义区,0.921205995
四川,阿坝州,北京,石景山区,0.00606358
江苏,盐城市,北京,丰台区,0.797056931
河北,沧州市,北京,石景山区,0.145757224
贵州,六盘水市,北京,房山区,0.164588706
重庆,渝北区,北京,通州区,0.59072768
陕西,汉中市,北京,延庆区,0.951148998
天津,东丽区,北京,海淀区,0.639358477
天津,宝坻区,北京,西城区,0.300390706
安徽,阜阳市,北京,平谷区,0.73108638
广东,惠州市,北京,大兴区,0.769032973
江苏,常州市,北京,大兴区,0.246810231
江西,景德镇市,北京,通州区,0.143419425
河南,濮阳市,北京,顺义区,0.36052426
云南,大理州,北京,通州区,0.741824736
吉林,松原市,北京,宣武区,0.322437003
广东,东莞市,北京,石景山区,0.313629891
广东,梅州市,北京,顺义区,0.227764463
江苏,徐州市,北京,海淀区,0.460912734
湖南,湘西州,北京,门头沟,0.551291284
新疆,吐鲁番地区,北京,石景山区,0.829160834
江西,景德镇市,北京,海淀区,0.866184922
浙江,台州市,北京,大兴区,0.086806436
贵州,贵阳市,北京,密云区,0.643466221
重庆,大足区,北京,怀柔区,0.275102101
吉林,通化市,北京,朝阳区,0.6981177
安徽,阜阳市,北京,怀柔区,0.538452159
广东,中山市,北京,宣武区,0.187803104
湖南,衡阳市,北京,延庆区,0.414940051
福建,厦门市,北京,丰台区,0.883269853
福建,泉州市,北京,怀柔区,0.436401417
重庆,荣昌区,北京,门头沟,0.673708669
黑龙江,绥化市,北京,昌平区,0.688059753
河南,商丘市,北京,朝阳区,0.820886598
陕西,渭南市,北京,怀柔区,0.50290012
内蒙古,包头市,北京,延庆区,0.036986872
新疆,克孜勒苏柯尔克孜自治州,北京,东城区,0.381755609
新疆,塔城地区,北京,怀柔区,0.859264442
河北,秦皇岛市,北京,昌平区,0.586815388
湖北,神农架林区,北京,大兴区,0.812452175
西藏,拉萨市,北京,西城区,0.60535614
天津,宝坻区,北京,宣武区,0.691957241
山东,济宁市,北京,大兴区,0.496333186
湖北,仙桃市,北京,海淀区,0.615719175
北京,昌平区,北京,昌平区,0.846321272
吉林,松原市,北京,朝阳区,0.621449987
吉林,白山市,北京,门头沟,0.326256249
山西,长治市,北京,西城区,0.067972301
福建,南平市,北京,顺义区,0.738727011
贵州,六盘水市,北京,房山区,0.076285281
上海,杨浦区,北京,平谷区,0.196359465
陕西,安康市,北京,平谷区,0.992635575
广东,汕头市,北京,石景山区,0.649101835
湖北,孝感市,北京,大兴区,0.417601799
广西,南宁市,北京,朝阳区,0.043947739
湖南,湘西州,北京,通州区,0.230299339
黑龙江,大庆市,北京,东城区,0.947915679
上海,金山区,北京,顺义区,0.700879116
内蒙古,乌海市,北京,宣武区,0.616073619
四川,眉山市,北京,石景山区,0.653707659
广西,玉林市,北京,大兴区,0.609008814
江西,吉安市,北京,门头沟,0.803217109
河南,安阳市,北京,朝阳区,0.872404778
陕西,安康市,北京,朝阳区,0.799698007
云南,西双版纳州,北京,密云区,0.48103311
内蒙古,巴彦淖尔市,北京,宣武区,0.962739875
四川,内江市,北京,昌平区,0.527201117
四川,广安市,北京,大兴区,0.547252047
天津,南开区,北京,顺义区,0.847199545
宁夏,固原市,北京,顺义区,0.087985728
湖南,常德市,北京,石景山区,0.263277429
湖南,长沙市,北京,门头沟,0.629466584
福建,龙岩市,北京,朝阳区,0.738855716
贵州,六盘水市,北京,延庆区,0.103841479
四川,乐山市,北京,昌平区,0.648539854
天津,红桥区,北京,丰台区,0.98980769
山东,济宁市,北京,大兴区,0.448176766
广东,揭阳市,北京,西城区,0.760673797
河南,驻马店市,北京,西城区,0.15482242
辽宁,鞍山市,北京,东城区,0.105737261
重庆,酉阳县,北京,顺义区,0.458610389
云南,大理州,北京,延庆区,0.480658378
北京,西城区,北京,怀柔区,0.801423973
海南,定安县,北京,昌平区,0.497576157
海南,白沙县,北京,海淀区,0.328422741
西藏,日喀则地区,北京,西城区,0.37633584
贵州,毕节市,北京,朝阳区,0.878557886
重庆,高新区,北京,通州区,0.024453119
上海,长宁区,北京,宣武区,0.035094442
宁夏,吴忠市,北京,大兴区,0.817127492
安徽,亳州市,北京,东城区,0.810825931
广东,汕头市,北京,海淀区,0.497982493
河北,邯郸市,北京,崇文区,0.823376649
湖北,鄂州市,北京,丰台区,0.880838435
湖南,益阳市,北京,东城区,0.638923217
重庆,大渡口区,北京,海淀区,0.334703321
青海,海东地区,北京,密云区,0.112857567
四川,宜宾市,北京,宣武区,0.012666259
山东,莱芜市,北京,房山区,0.21629248
辽宁,朝阳市,北京,石景山区,0.347306995
上海,闸北区,北京,通州区,0.31372421
内蒙古,阿拉善盟,北京,西城区,0.314594162
天津,大港区,北京,崇文区,0.39637568
广西,河池市,北京,通州区,0.110131825
新疆,克孜勒苏柯尔克孜自治州,北京,东城区,0.609068721
新疆,哈密地区,北京,崇文区,0.194725212
江苏,宿迁市,北京,顺义区,0.204417449
浙江,金华市,北京,昌平区,0.514901227
湖北,十堰市,北京,怀柔区,0.055372071
湖北,天门市,北京,昌平区,0.04263152
甘肃,武威市,北京,怀柔区,0.007332399
重庆,丰都县,北京,西城区,0.425770597
陕西,宝鸡市,北京,平谷区,0.383784706
安徽,芜湖市,北京,西城区,0.13054657
河南,开封市,北京,平谷区,0.819124959
贵州,黔西南州,北京,石景山区,0.313417611
上海,长宁区,北京,宣武区,0.546569776
云南,怒江州,北京,房山区,0.247902866
北京,大兴区,北京,顺义区,0.687602979
浙江,湖州市,北京,延庆区,0.574977276
辽宁,葫芦岛市,北京,通州区,0.839606365
重庆,江津区,北京,密云区,0.871091392
黑龙江,鹤岗市,北京,房山区,0.204445439
北京,宣武区,北京,朝阳区,0.225176167
四川,阿坝州,北京,海淀区,0.719325429
江西,赣州市,北京,崇文区,0.821788934
重庆,巫山县,北京,通州区,0.417656031
青海,玉树州,北京,石景山区,0.709332731
四川,眉山市,北京,密云区,0.553743135
新疆,博尔塔拉州,北京,怀柔区,0.019194448
湖北,仙桃市,北京,昌平区,0.974813459
辽宁,铁岭市,北京,平谷区,0.457002849
重庆,开州区,北京,西城区,0.082024205
北京,大兴区,北京,顺义区,0.450027267
北京,朝阳区,北京,顺义区,0.225480327
天津,和平区,北京,通州区,0.577816871
山东,德州市,北京,密云区,0.593423801
山东,济南市,北京,密云区,0.235704613
